address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
,NYPD,New York City Police Department,4054880033.0,QUEENS,FLUSHING,2019-08-11T04:50:16.000,07 QUEENS,Non-Emergency Police Matter,2019-08-11T01:33:08.000,158 STREET,159 STREET,Other (complaint details),,158-16 LABURNUM AVENUE,11358.0,158 STREET,159 STREET,LABURNUM AVENUE,40.75190548539494,"{'type': 'Point', 'coordinates': [-73.80866203697252, 40.75190548539494]}",,,,Street/Sidewalk,,-73.80866203697252,ONLINE,QUEENS,Unspecified,2019-08-11T08:50:20.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,LABURNUM AVENUE,,43514046,1037263.0,213274.0
,NYPD,New York City Police Department,4014670054.0,QUEENS,JACKSON HEIGHTS,2019-08-11T06:22:38.000,03 QUEENS,Noise - Residential,2019-08-11T01:33:14.000,35 AVENUE,37 AVENUE,Loud Music/Party,,35-31 93 STREET,11372.0,35 AVENUE,37 AVENUE,93 STREET,40.7525174069233,"{'type': 'Point', 'coordinates': [-73.8743820454483, 40.7525174069233]}",,,,Residential Building/House,,-73.8743820454483,ONLINE,QUEENS,Unspecified,2019-08-11T10:22:41.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,93 STREET,,43514031,1019054.0,213464.0
,TLC,Taxi and Limousine Commission,,MANHATTAN,,2019-10-22T09:28:58.000,02 MANHATTAN,Taxi Complaint,2019-08-11T01:33:32.000,BLEEKER STREET,THOMPSON STREET,Driver Complaint - Passenger,,BLEEKER STREET,10012.0,BLEEKER STREET,THOMPSON STREET,,40.72842385586966,"{'type': 'Point', 'coordinates': [-73.99967888886464, 40.72842385586966]}",,,,,,-73.99967888886464,PHONE,MANHATTAN,Unspecified,2019-10-22T13:29:00.000,A representative from the Taxi and Limousine Commission (TLC) called and left a message for you and,Closed,BLEEKER STREET,"BLEEKER STREET AND THOMPSON STREET, MANHATTAN, NY, 10012",43511825,984339.0,204661.0
,NYPD,New York City Police Department,1021440057.0,MANHATTAN,NEW YORK,2019-08-11T04:45:45.000,12 MANHATTAN,Noise - Commercial,2019-08-11T01:33:40.000,ST NICHOLAS AVENUE,WADSWORTH AVENUE,Loud Music/Party,,600 WEST  176 STREET,10033.0,ST NICHOLAS AVENUE,WADSWORTH AVENUE,WEST  176 STREET,40.846177209663864,"{'type': 'Point', 'coordinates': [-73.9362712980107, 40.846177209663864]}",,,,Store/Commercial,,-73.9362712980107,MOBILE,MANHATTAN,Unspecified,2019-08-11T08:45:48.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  176 STREET,,43511657,1001882.0,247569.0
,NYPD,New York City Police Department,2040160032.0,BRONX,BRONX,2019-08-11T10:29:59.000,11 BRONX,Noise - Residential,2019-08-11T01:33:51.000,ADAMS STREET,VAN BUREN STREET,Loud Music/Party,,513 VAN NEST AVENUE,10460.0,ADAMS STREET,VAN BUREN STREET,VAN NEST AVENUE,40.840906957736465,"{'type': 'Point', 'coordinates': [-73.87030830693175, 40.840906957736465]}",,,,Residential Building/House,,-73.87030830693175,ONLINE,BRONX,Unspecified,2019-08-11T14:30:01.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,VAN NEST AVENUE,,43513973,1020135.0,245669.0
,NYPD,New York City Police Department,,MANHATTAN,,2019-08-11T02:08:22.000,Unspecified MANHATTAN,Noise - Street/Sidewalk,2019-08-11T01:33:56.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,WEST  150 STREET,10031.0,AMSTERDAM AVENUE,BROADWAY,,,,,,,,,,PHONE,MANHATTAN,Unspecified,2019-08-11T06:08:24.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  150 STREET,,43511902,,
,NYPD,New York City Police Department,,BROOKLYN,,2019-08-11T02:13:11.000,11 BROOKLYN,Noise - Residential,2019-08-11T01:34:36.000,18 AVENUE,80 STREET,Loud Music/Party,,18 AVENUE,11214.0,18 AVENUE,80 STREET,,40.610516499330686,"{'type': 'Point', 'coordinates': [-73.99888349847176, 40.610516499330686]}",,,,,,-73.99888349847176,PHONE,BROOKLYN,Unspecified,2019-08-11T06:13:13.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,18 AVENUE,,43511818,984560.0,161704.0
,NYPD,New York City Police Department,,QUEENS,,2019-08-11T02:46:56.000,12 QUEENS,Noise - Residential,2019-08-11T01:34:38.000,DUNKIRK STREET,QUENCER ROAD,Loud Music/Party,,DUNKIRK STREET,11412.0,DUNKIRK STREET,QUENCER ROAD,,40.69616574416277,"{'type': 'Point', 'coordinates': [-73.76879617738922, 40.69616574416277]}",,,,Residential Building/House,,-73.76879617738922,PHONE,QUEENS,Unspecified,2019-08-11T07:00:54.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,DUNKIRK STREET,,43514514,1048362.0,192993.0
,NYPD,New York City Police Department,3018170090.0,BROOKLYN,BROOKLYN,2019-08-11T03:24:12.000,03 BROOKLYN,Noise - Residential,2019-08-11T01:34:39.000,BEDFORD AVENUE,NOSTRAND AVENUE,Loud Music/Party,,151 MADISON STREET,11216.0,BEDFORD AVENUE,NOSTRAND AVENUE,MADISON STREET,40.68446503253705,"{'type': 'Point', 'coordinates': [-73.95284220060287, 40.68446503253705]}",,,,Residential Building/House,,-73.95284220060287,PHONE,BROOKLYN,Unspecified,2019-08-11T07:24:16.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,MADISON STREET,,43512200,997329.0,188649.0
,NYPD,New York City Police Department,,QUEENS,,2019-08-11T04:32:54.000,09 QUEENS,Noise - Residential,2019-08-11T01:34:41.000,95 AVENUE,116 STREET,Loud Music/Party,,95 AVENUE,11419.0,95 AVENUE,116 STREET,,40.69166350780366,"{'type': 'Point', 'coordinates': [-73.82970288488241, 40.69166350780366]}",,,,Residential Building/House,,-73.82970288488241,PHONE,QUEENS,Unspecified,2019-08-11T08:32:56.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,95 AVENUE,,43518703,1031476.0,191314.0
,NYPD,New York City Police Department,4137500136.0,QUEENS,ROSEDALE,2019-08-11T03:00:35.000,13 QUEENS,Noise - Residential,2019-08-11T01:34:55.000,148 ROAD,148 DRIVE,Loud Music/Party,,148-39 EDGEWOOD STREET,11422.0,148 ROAD,148 DRIVE,EDGEWOOD STREET,40.653690890303956,"{'type': 'Point', 'coordinates': [-73.7407928248881, 40.653690890303956]}",,,,Residential Building/House,,-73.7407928248881,ONLINE,QUEENS,Unspecified,2019-08-11T07:01:41.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EDGEWOOD STREET,,43518696,1056173.0,177540.0
INTERSECTION,DOT,Department of Transportation,,MANHATTAN,NEW YORK,2019-09-03T00:00:00.000,12 MANHATTAN,Street Light Condition,2019-08-11T01:35:00.000,,,Traffic Signal Light,,,10040.0,BROADWAY,THAYER STREET,,40.86507792036208,"{'type': 'Point', 'coordinates': [-73.92810767685188, 40.86507792036208]}",,,,,,-73.92810767685188,UNKNOWN,MANHATTAN,Unspecified,2019-09-03T00:00:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,Closed,,,43521822,1004135.0,254457.0
ADDRESS,DEP,Department of Environmental Protection,3081990050.0,BROOKLYN,BROOKLYN,2019-08-13T12:32:00.000,18 BROOKLYN,Noise,2019-08-11T01:35:00.000,FLATLANDS AVE,SKIDMORE LN,"Noise, Barking Dog (NR5)",N/A,1192 EAST   92 STREET,11236.0,,,,40.6406252857506,"{'type': 'Point', 'coordinates': [-73.9040924632139, 40.6406252857506]}",,,,,,-73.9040924632139,UNKNOWN,BROOKLYN,Unspecified,2019-08-13T12:32:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,EAST   92 STREET,,43525226,1010867.0,172688.0
,NYPD,New York City Police Department,3012330026.0,BROOKLYN,BROOKLYN,2019-08-11T02:46:35.000,08 BROOKLYN,Noise - Vehicle,2019-08-11T01:35:22.000,ROGERS AVENUE,NOSTRAND AVENUE,Car/Truck Music,,801 PARK PLACE,11216.0,ROGERS AVENUE,NOSTRAND AVENUE,PARK PLACE,40.67348802221059,"{'type': 'Point', 'coordinates': [-73.95126014879902, 40.67348802221059]}",,,,Street/Sidewalk,,-73.95126014879902,ONLINE,BROOKLYN,Unspecified,2019-08-11T07:00:50.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,PARK PLACE,,43517156,997770.0,184650.0
,NYPD,New York City Police Department,,BRONX,,2019-08-11T08:50:28.000,08 BRONX,Non-Emergency Police Matter,2019-08-11T01:35:34.000,CLAFLIN AVENUE,WEST  197 STREET,Other (complaint details),,CLAFLIN AVENUE,10468.0,CLAFLIN AVENUE,WEST  197 STREET,,40.872135590238855,"{'type': 'Point', 'coordinates': [-73.90003790136451, 40.872135590238855]}",,,,Street/Sidewalk,,-73.90003790136451,PHONE,BRONX,Unspecified,2019-08-11T12:53:22.000,The Police Department responded to the complaint and determined that police action was not necessary,Closed,CLAFLIN AVENUE,,43514482,1011896.0,257036.0
,NYPD,New York City Police Department,,BROOKLYN,BROOKLYN,2019-08-11T04:08:45.000,11 BROOKLYN,Illegal Parking,2019-08-11T01:35:38.000,68 STREET,BAY RIDGE AVENUE,Commercial Overnight Parking,,6800 20 AVENUE,11204.0,68 STREET,BAY RIDGE AVENUE,20 AVENUE,40.614720876312646,"{'type': 'Point', 'coordinates': [-73.98775012621941, 40.614720876312646]}",,,,Street/Sidewalk,,-73.98775012621941,MOBILE,BROOKLYN,Unspecified,2019-08-11T08:08:50.000,The Police Department responded to the complaint and determined that police action was not necessary,Closed,20 AVENUE,,43518506,987651.0,163236.0
,NYPD,New York City Police Department,2025990128.0,BRONX,BRONX,2019-08-11T04:56:57.000,01 BRONX,Noise - Street/Sidewalk,2019-08-11T01:36:00.000,AMTRAK-HELLGATE LINE,WALNUT AVENUE,Loud Music/Party,,863 EAST  141 STREET,10454.0,AMTRAK-HELLGATE LINE,WALNUT AVENUE,EAST  141 STREET,40.80487959615265,"{'type': 'Point', 'coordinates': [-73.9070886576486, 40.80487959615265]}",,,,Street/Sidewalk,,-73.9070886576486,MOBILE,BRONX,Unspecified,2019-08-11T08:57:03.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST  141 STREET,,43516236,1009972.0,232530.0
,NYPD,New York City Police Department,2045810001.0,BRONX,BRONX,2019-08-12T02:04:22.000,11 BRONX,Noise - Street/Sidewalk,2019-08-11T01:36:07.000,ADEE AVENUE,BURKE AVENUE,Loud Music/Party,,3020 YATES AVENUE,10469.0,ADEE AVENUE,BURKE AVENUE,YATES AVENUE,40.87030870072668,"{'type': 'Point', 'coordinates': [-73.8545841639116, 40.87030870072668]}",,,,Street/Sidewalk,,-73.8545841639116,ONLINE,BRONX,Unspecified,2019-08-12T06:04:24.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,YATES AVENUE,,43513254,1024468.0,256388.0
,NYPD,New York City Police Department,2034920046.0,BRONX,BRONX,2019-08-11T05:26:44.000,09 BRONX,Noise - Street/Sidewalk,2019-08-11T01:36:16.000,ROSEDALE AVENUE,COMMONWEALTH AVENUE,Loud Music/Party,,1752 LACOMBE AVENUE,10473.0,ROSEDALE AVENUE,COMMONWEALTH AVENUE,LACOMBE AVENUE,40.814600543044364,"{'type': 'Point', 'coordinates': [-73.86462626969572, 40.814600543044364]}",,,,Street/Sidewalk,,-73.86462626969572,MOBILE,BRONX,Unspecified,2019-08-11T09:26:49.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,LACOMBE AVENUE,,43513802,1021722.0,236087.0
,NYPD,New York City Police Department,1018550100.0,MANHATTAN,NEW YORK,2019-08-11T02:16:01.000,07 MANHATTAN,Noise - Park,2019-08-11T01:36:17.000,WEST  100 STREET,WEST  101 STREET,Loud Music/Party,,825 AMSTERDAM AVENUE,10025.0,WEST  100 STREET,WEST  101 STREET,AMSTERDAM AVENUE,40.79677732688451,"{'type': 'Point', 'coordinates': [-73.96836516353923, 40.79677732688451]}",,,,Park/Playground,,-73.96836516353923,ONLINE,MANHATTAN,Frederick Douglass Playground,2019-08-11T06:16:04.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,AMSTERDAM AVENUE,,43514403,993009.0,229566.0
,NYPD,New York City Police Department,3072800188.0,BROOKLYN,BROOKLYN,2019-08-11T03:54:35.000,13 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T01:36:44.000,WEST BRIGHTON AVENUE,SEA BREEZE AVENUE,Loud Talking,,3074 WEST    2 STREET,11224.0,WEST BRIGHTON AVENUE,SEA BREEZE AVENUE,WEST    2 STREET,40.57613965133788,"{'type': 'Point', 'coordinates': [-73.97070871861203, 40.57613965133788]}",,,,Street/Sidewalk,,-73.97070871861203,MOBILE,BROOKLYN,Unspecified,2019-08-11T07:54:41.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST    2 STREET,,43517189,992387.0,149181.0
,NYPD,New York City Police Department,,BROOKLYN,BROOKLYN,2019-08-11T04:07:53.000,11 BROOKLYN,Illegal Parking,2019-08-11T01:36:44.000,68 STREET,BAY RIDGE AVENUE,Commercial Overnight Parking,,6800 20 AVENUE,11204.0,68 STREET,BAY RIDGE AVENUE,20 AVENUE,40.614720876312646,"{'type': 'Point', 'coordinates': [-73.98775012621941, 40.614720876312646]}",,,,Street/Sidewalk,,-73.98775012621941,MOBILE,BROOKLYN,Unspecified,2019-08-11T08:07:56.000,The Police Department responded to the complaint and determined that police action was not necessary,Closed,20 AVENUE,,43517586,987651.0,163236.0
,DOT,Department of Transportation,3053680003.0,BROOKLYN,BROOKLYN,2019-08-20T10:02:09.000,12 BROOKLYN,Sidewalk Condition,2019-08-11T01:37:02.000,36 STREET,37 STREET,Sidewalk Grating - Defective,,3617 15 AVENUE,11218.0,36 STREET,37 STREET,15 AVENUE,40.639494311104954,"{'type': 'Point', 'coordinates': [-73.98028338858558, 40.639494311104954]}",,,,Sidewalk,,-73.98028338858558,ONLINE,BROOKLYN,Unspecified,2019-08-20T14:02:12.000,The Department of Transportation has determined that this issue is not within its jurisdiction. It h,Closed,15 AVENUE,,43516033,989722.0,172262.0
,NYPD,New York City Police Department,3018170090.0,BROOKLYN,BROOKLYN,2019-08-11T03:23:56.000,03 BROOKLYN,Noise - Residential,2019-08-11T01:37:22.000,BEDFORD AVENUE,NOSTRAND AVENUE,Loud Music/Party,,151 MADISON STREET,11216.0,BEDFORD AVENUE,NOSTRAND AVENUE,MADISON STREET,40.68446503253705,"{'type': 'Point', 'coordinates': [-73.95284220060287, 40.68446503253705]}",,,,Residential Building/House,,-73.95284220060287,PHONE,BROOKLYN,Unspecified,2019-08-11T07:23:59.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,MADISON STREET,,43514463,997329.0,188649.0
,NYPD,New York City Police Department,4010410051.0,QUEENS,EAST ELMHURST,2019-08-11T06:29:48.000,03 QUEENS,Blocked Driveway,2019-08-11T01:37:23.000,24 AVENUE,25 AVENUE,Partial Access,,24-39 77 STREET,11370.0,24 AVENUE,25 AVENUE,77 STREET,40.76361812431288,"{'type': 'Point', 'coordinates': [-73.8915370131886, 40.76361812431288]}",,,,Street/Sidewalk,,-73.8915370131886,PHONE,QUEENS,Unspecified,2019-08-11T10:29:51.000,The Police Department issued a summons in response to the complaint.,Closed,77 STREET,,43513657,1014296.0,217502.0
INTERSECTION,DOT,Department of Transportation,,MANHATTAN,NEW YORK,2019-08-12T10:50:00.000,04 MANHATTAN,Street Condition,2019-08-11T01:37:30.000,,,Pothole,,,10001.0,8 AVENUE,WEST 30 STREET,,40.749670884987,"{'type': 'Point', 'coordinates': [-73.99529728925346, 40.749670884987]}",,,,,,-73.99529728925346,UNKNOWN,MANHATTAN,Unspecified,2019-08-12T10:50:00.000,The Department of Transportation inspected this complaint and did not find the reported problem.,Closed,,,43516338,985553.0,212402.0
,NYPD,New York City Police Department,3055700044.0,BROOKLYN,BROOKLYN,2019-08-11T04:06:26.000,11 BROOKLYN,Illegal Parking,2019-08-11T01:37:32.000,67 STREET,68 STREET,Commercial Overnight Parking,,6714 20 AVENUE,11204.0,67 STREET,68 STREET,20 AVENUE,40.615225861023,"{'type': 'Point', 'coordinates': [-73.9872241602435, 40.615225861023]}",,,,Street/Sidewalk,,-73.9872241602435,MOBILE,BROOKLYN,Unspecified,2019-08-11T08:06:31.000,The Police Department issued a summons in response to the complaint.,Closed,20 AVENUE,,43511795,987797.0,163420.0
,NYPD,New York City Police Department,4019490148.0,QUEENS,CORONA,2019-08-11T05:20:54.000,04 QUEENS,Blocked Driveway,2019-08-11T01:37:40.000,57 AVENUE,OTIS AVENUE,No Access,,57-14 XENIA STREET,11368.0,57 AVENUE,OTIS AVENUE,XENIA STREET,40.738700490041715,"{'type': 'Point', 'coordinates': [-73.8579891881414, 40.738700490041715]}",,,,Street/Sidewalk,,-73.8579891881414,MOBILE,QUEENS,Unspecified,2019-08-11T09:20:57.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,XENIA STREET,,43514186,1023604.0,208437.0
,NYPD,New York City Police Department,1003740008.0,MANHATTAN,NEW YORK,2019-08-11T03:06:52.000,03 MANHATTAN,Noise - Commercial,2019-08-11T01:37:41.000,EAST    4 STREET,EAST    5 STREET,Loud Music/Party,,68 AVENUE C,10009.0,EAST    4 STREET,EAST    5 STREET,AVENUE C,40.72281728551516,"{'type': 'Point', 'coordinates': [-73.97977170016765, 40.72281728551516]}",,,,Store/Commercial,,-73.97977170016765,MOBILE,MANHATTAN,Unspecified,2019-08-11T07:06:55.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,AVENUE C,,43512376,989857.0,202619.0
,NYPD,New York City Police Department,4158300020.0,QUEENS,FAR ROCKAWAY,2019-08-11T03:37:39.000,14 QUEENS,Noise - Residential,2019-08-11T01:37:46.000,ROCKAWAY BEACH BOULEVARD,BEACH CHANNEL DRIVE,Loud Music/Party,,320 BEACH   41 STREET,11691.0,ROCKAWAY BEACH BOULEVARD,BEACH CHANNEL DRIVE,BEACH   41 STREET,40.59476199107577,"{'type': 'Point', 'coordinates': [-73.77287409787296, 40.59476199107577]}",,,,Residential Building/House,,-73.77287409787296,MOBILE,QUEENS,Unspecified,2019-08-11T07:37:43.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,BEACH   41 STREET,,43515741,1047327.0,156046.0
,NYPD,New York City Police Department,2032200096.0,BRONX,BRONX,2019-08-11T05:45:24.000,07 BRONX,Noise - Street/Sidewalk,2019-08-11T01:37:51.000,WEST  190 STREET,WEST  192 STREET,Loud Music/Party,,2525 UNIVERSITY AVENUE,10468.0,WEST  190 STREET,WEST  192 STREET,UNIVERSITY AVENUE,40.86618461014838,"{'type': 'Point', 'coordinates': [-73.90268975306807, 40.86618461014838]}",,,,Street/Sidewalk,,-73.90268975306807,ONLINE,BRONX,Unspecified,2019-08-11T09:45:30.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,UNIVERSITY AVENUE,,43513783,1011165.0,254867.0
,NYPD,New York City Police Department,,STATEN ISLAND,STATEN ISLAND,2019-08-11T06:13:00.000,01 STATEN ISLAND,Noise - Residential,2019-08-11T01:37:51.000,FAIRWAY AVENUE,PARK HILL CIRCLE,Loud Music/Party,,64 PARK HILL LANE,10304.0,FAIRWAY AVENUE,PARK HILL CIRCLE,PARK HILL LANE,40.617175835275596,"{'type': 'Point', 'coordinates': [-74.07876804677929, 40.617175835275596]}",,,,Residential Building/House,,-74.07876804677929,MOBILE,STATEN ISLAND,Unspecified,2019-08-11T10:13:02.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,PARK HILL LANE,,43515053,962382.0,164140.0
,NYPD,New York City Police Department,3023487501.0,BROOKLYN,BROOKLYN,2019-08-11T02:11:35.000,01 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T01:38:09.000,NORTH    4 PLACE,NORTH    3 STREET,Loud Music/Party,,184 KENT AVENUE,11249.0,NORTH    4 PLACE,NORTH    3 STREET,KENT AVENUE,40.71849034402113,"{'type': 'Point', 'coordinates': [-73.96369820402633, 40.71849034402113]}",,,,Street/Sidewalk,,-73.96369820402633,MOBILE,BROOKLYN,Unspecified,2019-08-11T06:11:40.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,KENT AVENUE,,43518629,994313.0,201044.0
,NYPD,New York City Police Department,5022310039.0,STATEN ISLAND,STATEN ISLAND,2019-08-11T06:08:02.000,02 STATEN ISLAND,Illegal Parking,2019-08-11T01:38:20.000,FIRTH ROAD,SPEEDWELL AVENUE,Blocked Sidewalk,,138 PAULDING AVENUE,10314.0,FIRTH ROAD,SPEEDWELL AVENUE,PAULDING AVENUE,40.60861626502736,"{'type': 'Point', 'coordinates': [-74.16720045013598, 40.60861626502736]}",,,,Street/Sidewalk,,-74.16720045013598,ONLINE,STATEN ISLAND,Unspecified,2019-08-11T10:08:06.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,PAULDING AVENUE,,43515180,937825.0,161056.0
